SPCD,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2
975,slippery elm,Ulmus,rubra,,,ULRU,41,41,3,36,94,X,X,,,X,,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.48,1,0.29,3,76.95833,22,170.7931,22,0.53,1,14,21,0.12766,0.91979,0.12152
976,September elm,Ulmus,serotina,,,ULSE,41,41,3,36,101,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.54,24,0.43,24,66,24,91.08,24,0.59,24,14,24,0.12766,0.91979,0.12152
977,rock elm,Ulmus,thomasii,,,ULTH,42,42,4,36,94,X,X,,,X,,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.57,1,0.5,6,51,1,57.06,22,0.63,1,14,21,0.12766,0.91979,0.12152
981,California-laurel,Umbellularia,californica,,,UMCA,47,47,4,29,141,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.51,11,0.55,7,66.54902,7,42.78182,22,0.55,11,15,21,0.12766,0.91979,0.12152
982,Joshua tree,Yucca,brevifolia,,,YUBR,43,47,3,37,221,,,X,,,,H,,,,,,,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
986,black-mangrove,Avicennia,germinans,,,AVGE,43,47,4,37,149,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
987,buttonwood-mangrove,Conocarpus,erectus,,,COER2,43,47,4,37,149,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
988,white-mangrove,Laguncularia,racemosa,,,LARA2,43,47,4,37,149,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
989,American mangrove,Rhizophora,mangle,,,RHMA2,43,43,4,37,149,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
990,desert ironwood,Olneya,tesota,,,OLTE,43,48,4,38,160,,,X,,,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12798,0.92267,0.12506
991,saltcedar,Tamarix,spp.,,,TAMAR2,43,47,3,37,146,X,,X,,,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
992,melaleuca,Melaleuca,quinquenervia,,,MEQU,41,47,3,1,145,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
993,chinaberry,Melia,azedarach,,,MEAZ,43,43,4,33,146,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
994,Chinese tallowtree,Triadica,sebifera,,,TRSE6,43,43,4,37,146,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
995,tungoil tree,Vernicia,fordii,,,VEFO,43,43,4,37,146,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
996,smoketree,Cotinus,obovatus,,,COOB2,43,43,4,37,221,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
997,Russian-olive,Elaeagnus,angustifolia,,,ELAN,43,47,3,37,146,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,9/28/2009,10497,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
998,Unknown dead hardwood,Tree,broadleaf,,,2TB,43,47,3,37,221,X,X,X,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
999,Other or unknown live tree,Tree,unknown,,,2TREE,43,47,3,37,221,X,X,X,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,10/9/2009,440,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
5091,Washington hawthorn,Crataegus,phaenopyrum,,,CRPH,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
5092,fleshy hawthorn,Crataegus,succulenta,,,CRSU5,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
5093,dwarf hawthorn,Crataegus,uniflora,,,CRUN,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
5491,Berlandier ash,Fraxinus,berlandieriana,,,FRBE,36,36,3,33,221,,,,,X,,H,,,,,,E,,,4,,,6/7/2007,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.51,24,0.46,24,61,24,86,24,0.55,24,16,24,0.12766,0.91979,0.12152
230,yew spp.,Taxus,spp.,,,TAXUS,9,24,2,18,220,X,,X,,,,S,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.6,23,0.59,23,47,23,98,23,0.67,23,4,21,0.12667,0.914,0.11975
231,Pacific yew,Taxus,brevifolia,,,TABR2,24,24,2,18,40,,,X,X,,X,S,,,X,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.6,12,0.59,7,46.9,7,98.28814,7,0.67,12,4,30,0.12667,0.914,0.11975
232,Florida yew,Taxus,floridana,,,TAFL,9,24,2,18,39,,,,,X,,S,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.6,24,0.59,24,47,24,98,24,0.67,24,4,24,0.12667,0.914,0.11975
240,thuja spp.,Thuja,spp.,,,THUJA,9,24,2,16,220,X,,X,,,,S,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.3,23,0.4,23,69.5,23,73.5,23,0.32,23,12.47,21,0.12667,0.914,0.11975
241,northern white-cedar,Thuja,occidentalis,,,THOC2,9,9,2,16,60,X,X,,,X,X,S,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.29,1,0.42,3,98.93103,8,90.78571,22,0.31,1,14,35,0.12667,0.914,0.11975
242,western redcedar,Thuja,plicata,,,THPL,22,22,2,18,11,,,X,X,,X,S,,,X,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.7049,0.31,1,0.37,4,39.58065,4,55.91892,18,0.32,1,10.6,27,0.12667,0.914,0.11975
250,torreya (nutmeg) spp.,Torreya,spp.,,,TORRE,9,24,2,18,220,,,X,,,,S,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.41,26,0.42,26,74.29,26,70.5,26,0.44,26,14.31,26,0.12667,0.914,0.11975
251,California torreya (nutmeg),Torreya,californica,,,TOCA,24,24,2,18,40,,,X,,,,S,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.41,26,0.42,26,74.29,26,70.5,26,0.44,26,14.31,26,0.12667,0.914,0.11975
252,Florida torreya (nutmeg),Torreya,taxifolia,,,TOTA,9,9,2,18,39,,,,,X,,S,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.41,26,0.42,26,74.29,26,70.5,26,0.44,26,14.31,26,0.12667,0.914,0.11975
260,hemlock spp.,Tsuga,spp.,,,TSUGA,7,7,2,17,220,X,X,,,X,,S,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.62759,0.41,23,0.46,23,78.33,23,97.67,23,0.43,23,16.18,21,0.12667,0.914,0.11975
261,eastern hemlock,Tsuga,canadensis,,,TSCA,7,7,2,17,66,X,X,,,X,X,S,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.62759,0.38,1,0.46,3,110.86842,4,98.58696,12,0.4,1,17,35,0.12667,0.914,0.11975
262,Carolina hemlock,Tsuga,caroliniana,,,TSCA2,7,7,2,17,66,,,,,X,,S,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.62759,0.41,24,0.46,24,78.33,24,97.67,24,0.43,24,16.18,24,0.12667,0.914,0.11975
263,western hemlock,Tsuga,heterophylla,,,TSHE,13,13,2,18,34,,,X,X,,X,S,,,X,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.67063,0.42,1,0.5,9,56.45238,4,101.92,18,0.45,1,15.8,27,0.12667,0.914,0.11975
264,mountain hemlock,Tsuga,mertensiana,,,TSME,24,24,2,18,35,,,X,X,,X,S,,,X,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.42,1,0.41,3,67.88095,4,91.53659,22,0.45,1,15.8,21,0.12667,0.914,0.11975
299,Unknown dead conifer,Tree,evergreen,,,2TE,9,24,2,20,220,X,X,X,,X,,S,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.41,26,0.42,26,74.29,26,70.5,26,0.44,26,14.31,26,0.08091,0.90698,0.08469
300,acacia spp.,Acacia,spp.,,,ACACI,41,48,3,38,160,,,X,,,,H,,,,,,E,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12798,0.92267,0.12506
303,sweet acacia,Acacia,farnesiana,,,ACFA,43,48,3,38,160,,,,,X,,H,,,,,,E,W,X,2,,,2/24/2005,333,,3/20/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12798,0.92267,0.12506
304,catclaw acacia,Acacia,greggii,,,ACGR,43,48,3,38,160,,,X,,X,,H,,,,,,E,W,X,2,,,2/24/2005,333,,3/20/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12798,0.92267,0.12506
310,maple spp.,Acer,spp.,,,ACER,31,31,4,37,221,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84103,0.47,23,0.53,23,70.29,23,90.57,23,0.52,23,10.88,21,0.11585,0.94181,0.1074
311,Florida maple,Acer,barbatum,,,ACBA3,31,31,4,25,151,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84103,0.47,24,0.53,24,70.29,24,90.57,24,0.52,24,10.88,24,0.11585,0.94181,0.1074
312,bigleaf maple,Acer,macrophyllum,,,ACMA3,47,47,3,25,130,,,X,,X,X,H,,,X,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.44,1,0.48,3,71.18182,5,113.66667,18,0.48,1,10,30,0.11585,0.94181,0.1074
313,boxelder,Acer,negundo,,,ACNE2,41,47,3,36,208,X,X,X,X,X,,H,,,,X,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.42,19,0.5,22,90.78571,22,92.3,22,0.46,19,8.6,21,0.11585,0.94181,0.1074
314,black maple,Acer,nigrum,,,ACNI5,31,31,4,27,96,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84103,0.52,1,0.54,6,69.5,22,89.92593,11,0.57,1,15.6,21,0.12798,0.92267,0.12506
315,striped maple,Acer,pensylvanicum,,,ACPE,43,43,3,27,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.44,11,0.5,22,71.18182,22,89.1,22,0.46,11,8.6,21,0.11585,0.94181,0.1074
316,red maple,Acer,rubrum,,,ACRU,32,32,3,25,95,X,X,,,X,X,H,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.7443,0.49,1,0.6,5,63.53061,5,78.95,11,0.54,1,8.6,34,0.11585,0.94181,0.1074
317,silver maple,Acer,saccharinum,,,ACSA2,32,32,3,25,97,X,X,,,X,X,H,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.7443,0.44,1,0.57,5,67.54545,5,79.92982,22,0.47,1,8.6,21,0.11585,0.94181,0.1074
318,sugar maple,Acer,saccharum,,,ACSA3,31,31,4,27,96,X,X,,,X,X,H,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84103,0.56,1,0.54,5,57.39286,5,89.92593,11,0.63,1,15.6,34,0.12798,0.92267,0.12506
319,mountain maple,Acer,spicatum,,,ACSP2,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.53,24,70.29,24,90.57,24,0.52,24,10.88,24,0.11585,0.94181,0.1074
320,Norway maple,Acer,platanoides,,,ACPL,31,47,4,25,146,X,X,X,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,10/9/2009,440,N,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84103,0.47,24,0.53,24,70.29,24,90.57,24,0.52,24,10.88,24,0.11585,0.94181,0.1074
405,shellbark hickory,Carya,laciniosa,,,CALA21,29,29,4,29,90,X,X,,,X,,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,1,0.6,6,65.41935,5,60.25,22,0.69,1,16,21,0.12798,0.92267,0.12506
406,nutmeg hickory,Carya,myristiciformis,,,CAMY,29,29,4,29,92,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.56,1,0.6,6,77.42857,16,60.25,22,0.6,1,16,21,0.12798,0.92267,0.12506
407,shagbark hickory,Carya,ovata,,,CAOV2,29,29,4,29,92,X,X,,,X,X,H,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.64,1,0.72,5,60.25,5,33.54167,22,0.72,1,16,21,0.12798,0.92267,0.12506
408,black hickory,Carya,texana,,,CATE9,29,29,4,29,92,X,,,,X,,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,68.88,24,56.74,24,0.68,24,16,24,0.12798,0.92267,0.12506
409,mockernut hickory,Carya,alba,,,CAAL27,29,29,4,29,92,X,X,,,X,,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.64,1,0.6,8,62.76563,1,60.25,22,0.72,1,16,21,0.12798,0.92267,0.12506
410,sand hickory,Carya,pallida,,,CAPA24,29,29,4,29,92,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,68.88,24,56.74,24,0.68,24,16,24,0.12798,0.92267,0.12506
411,scrub hickory,Carya,floridana,,,CAFL6,29,47,4,29,92,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,68.88,24,56.74,24,0.68,24,16,24,0.12798,0.92267,0.12506
412,red hickory,Carya,ovalis,,,CAOV3,29,47,4,29,92,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,68.88,24,56.74,24,0.68,24,16,24,0.12798,0.92267,0.12506
413,southern shagbark hickory,Carya,carolinae-septentrionalis,,,CACA38,29,47,4,29,92,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,68.88,24,56.74,24,0.68,24,16,24,0.12798,0.92267,0.12506
420,chestnut spp.,Castanea,spp.,,,CASTA,43,47,3,37,221,X,X,,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.4,25,0.5,25,120,25,89,25,0.43,25,15,25,0.12766,0.91979,0.12152
421,American chestnut,Castanea,dentata,,,CADE12,43,43,3,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.4,1,0.5,6,120.35,1,89.1,22,0.43,1,15,21,0.12766,0.91979,0.12152
422,Allegheny chinkapin,Castanea,pumila,,,CAPU9,43,43,3,29,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.4,25,0.5,25,120,25,89,25,0.43,25,15,25,0.12766,0.91979,0.12152
423,Ozark chinkapin,Castanea,pumila,ozarkensis,,CAPUO,43,43,3,29,221,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.4,25,0.5,25,120,25,89,25,0.43,25,15,25,0.12766,0.91979,0.12152
424,Chinese chestnut,Castanea,mollissima,,,CAMO83,43,47,3,37,146,X,X,,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.4,25,0.5,25,120,25,89,25,0.43,25,15,25,0.12766,0.91979,0.12152
